,QuestionId,UserId,GroupId,QuizId,Gender,IsCorrect,PremiumPupil,Age,DateAnswered,Confidence,Clusters_Kprot,Clusters_g_scipy,Clusters_g_ls,Clusters_g_la,Clusters_g_lc,Category1
950229,282,4568,53,30,0,1,False,0.0,20200203,0.0,1,2,0,1,1,Number
1167885,596,5318,352,32,1,0,False,11.0,20191017,75.0,2,1,0,2,2,Number
60768,400,212,131,98,1,0,False,12.0,20200420,100.0,0,1,0,0,1,Number
369077,770,2760,178,113,2,1,False,0.0,20200403,75.0,0,2,0,1,1,Geometry and Measure
889326,862,5045,155,37,1,0,True,11.0,20191125,0.0,2,1,0,2,0,Algebra
562303,17,5388,272,91,0,0,False,0.0,20200330,0.0,0,1,0,1,1,Geometry and Measure
909411,882,2566,331,5,1,0,False,0.0,20191201,25.0,2,1,0,1,1,Number
692202,190,3772,181,73,0,1,False,0.0,20191012,100.0,2,2,0,1,1,Number
14877,526,4598,53,6,1,1,False,11.0,20200420,0.0,0,2,0,1,2,Geometry and Measure
710035,185,796,37,46,1,1,False,12.0,20191115,0.0,2,2,0,0,0,Number
72166,190,1046,149,73,2,1,False,11.0,20191008,0.0,2,2,0,2,2,Number
817286,14,880,235,92,0,0,False,0.0,20200304,100.0,0,1,0,1,1,Geometry and Measure
795430,394,3753,360,88,2,1,False,0.0,20200305,100.0,0,2,0,1,1,Geometry and Measure
615070,634,127,312,53,0,1,False,0.0,20191201,0.0,2,2,0,1,1,Number
1379297,460,2326,178,64,1,1,False,0.0,20200203,0.0,1,2,0,1,1,Number
704679,805,203,370,49,2,0,False,11.0,20191011,0.0,2,1,0,2,1,Number
769845,193,3650,97,25,2,0,True,11.0,20191202,0.0,2,1,0,2,0,Algebra
85449,836,2385,14,37,2,1,False,11.0,20191106,0.0,2,2,0,2,2,Algebra
669324,705,5726,96,47,1,0,False,0.0,20200323,0.0,0,1,0,1,1,Geometry and Measure
1244409,579,2017,314,86,2,0,False,12.0,20191206,25.0,2,1,0,0,1,Algebra
299456,105,1556,194,105,0,0,False,0.0,20200208,0.0,1,1,0,1,1,Geometry and Measure
732533,26,6103,170,18,2,1,False,0.0,20191122,100.0,2,2,0,1,1,Geometry and Measure
1081413,464,3613,197,57,2,1,True,11.0,20190930,0.0,2,2,0,2,0,Number
470510,672,2940,95,92,1,0,False,11.0,20200129,0.0,1,1,0,2,2,Geometry and Measure
627062,800,543,360,109,1,0,False,0.0,20200107,0.0,1,1,0,1,1,Number
770624,111,2367,249,65,2,1,False,0.0,20191209,0.0,2,2,0,1,1,Number
1157305,195,4457,37,65,2,0,True,11.0,20200108,0.0,1,1,0,2,0,Number
592424,494,5300,123,53,0,1,False,0.0,20191127,100.0,2,2,0,1,1,Number
792142,918,4610,235,76,0,1,False,0.0,20200427,0.0,0,2,0,1,1,Number
365578,601,5771,249,57,2,0,False,0.0,20190928,25.0,2,1,0,1,1,Number
550582,241,2131,53,30,1,1,False,0.0,20191202,75.0,2,2,0,1,1,Number
671138,233,1621,250,63,0,1,False,0.0,20191109,0.0,2,2,0,1,1,Number
110258,746,601,53,12,2,1,False,12.0,20200410,0.0,0,2,0,1,1,Geometry and Measure
1214289,472,4759,24,57,0,1,False,0.0,20190920,100.0,2,2,0,1,1,Number
1330214,474,4723,376,66,2,1,False,0.0,20200115,0.0,1,2,0,1,1,Number
1320056,758,2521,109,53,0,1,False,0.0,20191017,0.0,2,2,0,1,1,Number
656323,605,5295,81,65,2,0,False,0.0,20191204,0.0,2,1,0,1,1,Number
492196,193,1317,187,25,1,0,True,12.0,20191213,75.0,2,1,0,0,0,Algebra
1196116,577,5124,321,97,1,1,True,11.0,20200225,0.0,1,2,0,2,0,Geometry and Measure
695108,362,3676,202,97,2,0,False,12.0,20200127,0.0,1,1,0,0,1,Geometry and Measure
456210,394,1697,386,88,0,1,False,0.0,20200201,0.0,1,2,0,1,1,Geometry and Measure
654185,361,2785,53,30,1,1,False,0.0,20191121,0.0,2,2,0,1,1,Number
951585,687,1364,6,92,2,1,True,11.0,20200120,0.0,1,2,0,2,0,Geometry and Measure
45749,89,5327,198,111,2,1,False,12.0,20200107,0.0,1,2,0,0,1,Geometry and Measure
1313388,285,4854,283,68,0,1,False,0.0,20191006,0.0,2,2,0,1,1,Number
1007644,668,4003,366,111,1,0,True,11.0,20191206,0.0,2,1,0,2,0,Geometry and Measure
1303256,161,1537,146,62,2,1,False,12.0,20191112,100.0,2,2,0,0,2,Number
88984,83,1223,270,111,0,0,False,0.0,20191215,0.0,2,1,0,1,1,Geometry and Measure
400145,14,1575,170,92,0,1,False,0.0,20200204,0.0,1,2,0,1,1,Geometry and Measure
207723,49,3655,312,88,0,1,False,0.0,20200323,100.0,0,2,0,1,1,Geometry and Measure
529586,635,485,91,46,0,1,False,0.0,20191117,0.0,2,2,0,1,1,Number
600762,509,4272,53,30,0,1,False,0.0,20200208,0.0,1,2,0,1,1,Number
801369,766,1730,305,105,2,1,True,11.0,20200123,0.0,1,2,0,0,0,Geometry and Measure
403728,527,3261,272,46,0,1,False,0.0,20191119,0.0,2,2,0,1,1,Number
920630,298,1764,84,78,2,1,False,11.0,20200131,100.0,1,2,0,2,2,Geometry and Measure
515238,116,3173,28,59,2,1,False,11.0,20200121,0.0,1,2,0,2,2,Geometry and Measure
88483,904,756,306,109,0,0,False,0.0,20200212,0.0,1,1,0,1,1,Number
112379,501,1093,269,59,1,0,False,11.0,20200208,0.0,1,1,0,2,2,Geometry and Measure
651067,221,94,163,77,1,0,False,12.0,20200310,0.0,0,1,0,0,1,Geometry and Measure
1009123,554,761,254,101,1,1,False,11.0,20191109,100.0,2,2,0,2,2,Number
37450,585,5148,84,65,1,0,True,11.0,20191205,0.0,2,1,0,2,0,Number
9227,767,1247,248,39,1,0,True,12.0,20191010,0.0,2,1,0,0,0,Number
127328,295,5234,317,88,0,1,False,0.0,20200304,0.0,0,2,0,1,1,Geometry and Measure
581328,89,421,187,111,2,0,False,11.0,20191208,0.0,2,1,0,2,1,Geometry and Measure
78824,768,3209,300,88,1,1,False,12.0,20200114,0.0,1,2,0,0,0,Geometry and Measure
872794,120,971,266,86,2,0,False,12.0,20191219,0.0,2,1,0,0,1,Algebra
385972,943,3803,382,32,2,1,False,11.0,20200117,0.0,1,2,0,2,2,Number
1084559,445,4964,187,9,2,1,True,11.0,20191212,0.0,2,2,0,2,0,Algebra
1121683,594,1502,188,18,0,1,False,0.0,20200213,0.0,1,2,0,1,1,Number
491297,332,5968,368,64,0,1,False,0.0,20191122,0.0,2,2,0,1,1,Number
408928,798,5315,332,18,2,1,False,12.0,20190924,0.0,2,2,0,0,2,Geometry and Measure
231458,646,2874,84,62,2,1,True,11.0,20191120,0.0,2,2,0,2,0,Number
145685,47,1290,3,111,1,0,False,12.0,20200110,0.0,1,1,0,0,2,Geometry and Measure
1227738,207,1760,6,78,1,0,False,12.0,20200112,0.0,1,1,0,0,1,Geometry and Measure
447902,332,5688,139,64,0,1,False,0.0,20191122,100.0,2,2,0,1,1,Number
362309,196,411,289,50,1,1,False,11.0,20191204,0.0,2,2,0,2,2,Algebra
843678,122,1844,388,86,1,0,False,11.0,20191209,0.0,2,1,0,2,2,Algebra
289715,402,3361,332,5,1,0,True,11.0,20191129,0.0,2,1,0,2,0,Number
1010731,14,4967,253,92,0,1,False,0.0,20200213,0.0,1,2,0,1,1,Geometry and Measure
238818,583,2340,53,32,1,1,False,12.0,20200113,0.0,1,2,0,1,1,Number
373041,231,4573,3,59,1,0,False,11.0,20200324,0.0,0,1,0,2,2,Geometry and Measure
982814,95,1245,8,36,1,0,False,12.0,20200308,0.0,0,1,0,2,2,Geometry and Measure
1145913,475,3597,82,39,2,0,False,12.0,20191002,0.0,2,1,0,0,1,Number
931031,824,920,6,78,1,1,True,12.0,20200107,0.0,1,2,0,0,0,Geometry and Measure
1095704,555,951,208,66,1,1,False,0.0,20200127,0.0,1,2,0,1,1,Algebra
1324868,49,4814,282,88,0,0,False,0.0,20191216,0.0,2,1,0,1,1,Geometry and Measure
545853,11,6043,95,109,1,0,False,12.0,20191122,25.0,2,1,0,0,1,Number
15518,877,5935,133,55,1,0,False,0.0,20200318,0.0,0,1,0,1,1,Algebra
1249618,398,5208,323,19,1,0,False,11.0,20200427,0.0,0,1,0,2,2,Algebra
785746,616,2817,216,53,2,0,False,12.0,20200319,0.0,0,1,0,0,1,Number
78410,628,2392,198,109,0,0,False,0.0,20191203,0.0,2,1,0,1,1,Number
224266,764,2312,300,64,2,1,False,11.0,20191115,0.0,2,2,0,2,2,Number
449963,805,1836,53,30,1,1,False,0.0,20191205,0.0,2,2,0,1,1,Number
891420,547,2829,306,64,0,0,False,0.0,20200110,0.0,1,1,0,1,1,Number
594145,385,4228,269,50,2,1,False,12.0,20200106,0.0,1,2,0,0,2,Algebra
335264,261,3792,242,75,0,0,False,0.0,20190914,0.0,2,1,0,1,1,Geometry and Measure
657570,200,1959,166,107,2,1,True,11.0,20200317,75.0,0,2,0,0,0,Geometry and Measure
1251589,384,1115,53,30,1,1,False,11.0,20200224,0.0,1,2,0,1,1,Algebra
1257166,858,5992,337,9,1,0,False,12.0,20191127,0.0,2,1,0,0,2,Algebra
884734,554,1093,269,101,1,0,False,11.0,20191202,0.0,2,1,0,2,2,Number
160458,16,4973,170,101,2,1,False,0.0,20191215,100.0,2,2,0,1,1,Number
947202,941,3214,374,46,0,1,False,0.0,20191108,0.0,2,2,0,1,1,Number
1239912,704,3755,195,105,0,1,False,0.0,20200127,0.0,1,2,0,1,1,Geometry and Measure
1090004,361,3929,272,5,0,0,False,0.0,20191130,0.0,2,1,0,1,1,Number
572802,196,5268,97,50,1,1,True,12.0,20191124,0.0,2,2,0,0,0,Algebra
1126492,326,1804,254,75,2,0,True,12.0,20191009,0.0,2,1,0,0,0,Number
1097206,89,5129,371,111,2,1,False,11.0,20191208,0.0,2,2,0,2,2,Geometry and Measure
224083,545,3861,27,25,2,1,False,11.0,20200105,0.0,1,2,0,2,2,Algebra
860978,867,3472,11,64,0,1,False,0.0,20191113,0.0,2,2,0,1,1,Number
165310,880,4990,112,18,0,1,False,0.0,20190918,0.0,2,2,0,1,1,Number
748113,655,994,254,5,1,1,True,11.0,20191119,0.0,2,2,0,2,0,Number
1173462,160,5591,131,86,2,1,False,12.0,20191206,75.0,2,2,0,0,1,Algebra
849309,387,1859,31,8,1,0,False,0.0,20200414,0.0,0,1,0,1,1,Geometry and Measure
1144064,29,5832,226,66,1,0,False,0.0,20191230,0.0,2,1,0,1,1,Number
86061,423,848,211,5,1,1,False,11.0,20191104,0.0,2,2,0,2,2,Number
1284362,941,4910,53,30,1,1,False,0.0,20191204,0.0,2,2,0,1,1,Number
359133,391,4016,370,53,0,0,False,0.0,20190927,50.0,2,1,0,1,1,Number
53896,858,4115,187,9,1,1,False,12.0,20191212,0.0,2,2,0,0,1,Algebra
40914,805,4538,307,49,2,1,False,11.0,20191127,0.0,2,2,0,2,2,Number
1187138,282,2681,206,65,2,0,False,0.0,20200106,0.0,1,1,0,1,1,Number
860232,519,777,260,68,1,1,False,11.0,20191027,0.0,2,2,0,2,2,Number
1138770,931,2704,53,30,2,1,False,11.0,20200330,0.0,0,2,0,1,1,Geometry and Measure
906352,402,6031,99,5,1,1,False,12.0,20191111,0.0,2,2,0,0,1,Number
1033759,160,227,169,86,1,1,True,12.0,20191224,50.0,2,2,0,0,0,Algebra
999939,647,2279,272,42,0,1,False,0.0,20200427,50.0,0,2,0,1,1,Geometry and Measure
738555,222,2945,83,18,0,0,False,0.0,20190917,0.0,2,1,0,1,1,Geometry and Measure
769946,829,1440,202,66,1,1,False,12.0,20200107,0.0,1,2,0,0,1,Number
123475,740,423,149,84,2,1,False,11.0,20191116,0.0,2,2,0,2,2,Algebra
83522,6,999,283,66,0,0,False,0.0,20200110,0.0,1,1,0,1,1,Number
1122721,570,3794,53,30,2,1,False,0.0,20191211,0.0,2,2,0,1,1,Algebra
1232821,576,2792,345,91,0,1,False,0.0,20200316,0.0,0,2,0,1,1,Geometry and Measure
1075682,416,4813,181,84,0,0,False,0.0,20191217,0.0,2,1,0,1,1,Algebra
1142267,52,155,131,25,1,1,False,11.0,20191203,0.0,2,2,0,2,2,Number
1275012,723,525,216,12,1,0,False,12.0,20200419,0.0,0,1,0,0,1,Geometry and Measure
25219,212,18,139,39,0,1,False,0.0,20191020,75.0,2,2,0,1,1,Number
498071,855,3936,71,111,2,0,False,11.0,20200107,0.0,1,1,0,2,1,Geometry and Measure
246630,380,4564,342,95,1,1,False,0.0,20200421,0.0,0,2,0,1,1,Geometry and Measure
76363,125,4769,216,107,1,0,False,11.0,20200420,0.0,0,1,0,2,2,Geometry and Measure
182505,583,2738,143,32,2,1,False,11.0,20191023,0.0,2,2,0,2,2,Number
725982,190,4330,321,73,1,1,False,11.0,20191009,0.0,2,2,0,2,2,Number
1206014,800,2984,208,109,1,0,False,0.0,20200316,0.0,0,1,0,1,1,Number
716685,938,3568,363,46,0,0,False,0.0,20191111,0.0,2,1,0,1,1,Number
1091503,529,2299,11,64,0,1,False,0.0,20191114,0.0,2,2,0,1,1,Number
1170455,533,5378,28,37,1,0,False,11.0,20191111,0.0,2,1,0,2,2,Algebra
47163,125,3005,328,107,2,1,True,12.0,20200312,0.0,0,2,0,0,0,Geometry and Measure
921323,769,2081,142,65,1,0,False,11.0,20191128,0.0,2,1,0,2,2,Number
267170,351,3798,275,113,0,1,False,0.0,20200219,0.0,1,2,0,1,1,Geometry and Measure
587076,528,5308,56,111,0,0,False,0.0,20200120,0.0,1,1,0,1,1,Geometry and Measure
369665,349,1638,171,88,0,1,False,0.0,20200204,0.0,1,2,0,1,1,Geometry and Measure
227392,652,3292,226,77,2,1,False,0.0,20200409,0.0,0,2,0,1,1,Number
114679,770,3997,194,113,0,0,False,0.0,20200215,0.0,1,1,0,1,1,Geometry and Measure
880262,80,6083,259,65,0,1,False,0.0,20191120,0.0,2,2,0,1,1,Number
488503,912,4582,320,32,0,0,False,0.0,20191228,0.0,2,1,0,1,1,Number
1302857,69,3999,181,63,0,1,False,0.0,20191115,0.0,2,2,0,1,1,Number
708528,670,2798,170,37,1,1,False,0.0,20191230,75.0,2,2,0,1,1,Algebra
757238,469,1292,313,17,2,1,False,12.0,20191031,0.0,2,2,0,0,1,Number
1256336,732,5467,139,5,0,1,False,0.0,20200117,0.0,1,2,0,1,1,Number
1127054,927,692,28,105,2,0,True,11.0,20200214,0.0,1,1,0,2,0,Geometry and Measure
1090536,118,2705,208,84,1,1,False,0.0,20191216,0.0,2,2,0,1,1,Algebra
1011343,772,3678,382,78,2,1,False,11.0,20200109,0.0,1,2,0,2,2,Geometry and Measure
352744,65,371,319,53,2,0,False,0.0,20191017,0.0,2,1,0,1,1,Number
775465,804,4298,124,57,0,0,False,0.0,20190916,0.0,2,1,0,1,1,Number
1286929,242,2302,312,62,0,1,False,0.0,20200121,0.0,1,2,0,1,1,Number
567988,898,2668,84,86,1,0,False,12.0,20200106,0.0,1,1,0,0,1,Algebra
629622,2,5951,53,30,2,1,False,0.0,20191111,0.0,2,2,0,1,1,Number
32260,209,4672,114,46,1,1,False,0.0,20191115,0.0,2,2,0,1,1,Number
142275,365,5167,305,78,1,1,False,12.0,20200204,0.0,1,2,0,0,0,Geometry and Measure
617464,645,861,317,25,0,1,False,0.0,20200108,0.0,1,2,0,1,1,Number
187694,835,481,372,60,1,0,False,11.0,20200107,0.0,1,1,0,2,2,Algebra
916460,533,5070,283,37,0,1,False,0.0,20191116,0.0,2,2,0,1,1,Algebra
1230546,295,4193,114,88,1,0,False,0.0,20191218,0.0,2,1,0,1,1,Geometry and Measure
329354,551,4518,11,37,0,0,False,0.0,20191201,0.0,2,1,0,1,1,Algebra
97901,934,4627,361,9,1,1,False,0.0,20191204,0.0,2,2,0,1,1,Algebra
531233,165,1893,53,30,0,1,False,0.0,20191001,0.0,2,2,0,1,1,Number
62647,194,3507,265,36,1,1,True,12.0,20200301,0.0,0,2,0,0,0,Geometry and Measure
1140731,59,3803,14,73,2,0,False,11.0,20191114,0.0,2,1,0,2,1,Number
797348,23,2716,332,77,2,0,False,12.0,20200229,0.0,1,1,0,0,1,Geometry and Measure
280276,736,2825,211,64,1,0,False,12.0,20191106,0.0,2,1,0,0,1,Number
1327920,233,2025,93,63,0,0,False,0.0,20191103,0.0,2,1,0,1,1,Number
253251,907,3695,96,105,2,1,False,0.0,20200131,0.0,1,2,0,1,1,Geometry and Measure
213104,52,1052,93,25,1,0,False,11.0,20191201,0.0,2,1,0,2,2,Number
567407,46,5456,37,62,2,0,False,11.0,20191105,0.0,2,1,0,2,1,Number
1290974,877,421,187,55,2,0,False,11.0,20200213,0.0,1,1,0,2,1,Algebra
1369970,713,2598,244,42,0,1,False,0.0,20200427,75.0,0,2,0,1,1,Geometry and Measure
1256504,579,455,181,86,0,1,False,0.0,20200120,100.0,1,2,0,1,1,Algebra
1055969,185,1307,331,46,2,1,False,0.0,20191216,0.0,2,2,0,1,1,Number
1311789,75,1713,320,73,0,1,False,0.0,20191208,0.0,2,2,0,1,1,Number
441077,507,4992,56,78,0,1,False,0.0,20200214,0.0,1,2,0,1,1,Geometry and Measure
407901,782,4065,346,60,2,0,False,11.0,20200130,0.0,1,1,0,2,1,Algebra
1314338,513,1612,4,49,2,1,False,0.0,20191103,0.0,2,2,0,1,1,Number
767717,870,1730,305,92,2,1,True,11.0,20200206,0.0,1,2,0,2,0,Geometry and Measure
535128,297,1385,260,9,1,1,False,11.0,20191213,0.0,2,2,0,2,2,Algebra
57355,460,1750,153,64,1,1,False,0.0,20191113,100.0,2,2,0,1,1,Number
483119,232,5032,230,77,1,1,False,12.0,20200310,0.0,0,2,0,0,0,Algebra
1069743,826,4656,64,101,2,0,False,12.0,20191104,0.0,2,1,0,0,1,Number
632280,934,3945,269,9,1,0,False,12.0,20191223,0.0,2,1,0,0,1,Algebra
556559,20,3509,185,105,1,1,False,12.0,20200119,100.0,1,2,0,0,1,Geometry and Measure
861338,766,6006,27,105,1,0,True,11.0,20200210,0.0,1,1,0,2,0,Geometry and Measure
81740,678,2170,170,62,1,1,False,0.0,20191216,100.0,2,2,0,1,1,Number
199743,206,4517,203,86,0,1,False,0.0,20200115,0.0,1,2,0,1,1,Algebra
843502,737,5070,283,36,0,0,False,0.0,20200221,0.0,1,1,0,1,1,Geometry and Measure
748958,370,5976,2,37,0,1,False,0.0,20191117,0.0,2,2,0,1,1,Algebra
1282970,850,2231,368,9,0,0,False,0.0,20200205,0.0,1,1,0,1,1,Algebra
801779,808,4906,376,84,2,0,False,0.0,20200114,0.0,1,1,0,1,1,Algebra
182894,283,694,302,63,2,0,False,0.0,20191106,0.0,2,1,0,1,1,Number
425090,177,2440,75,62,1,0,False,11.0,20191208,0.0,2,1,0,2,2,Number
549947,833,5854,288,62,2,1,False,11.0,20191105,0.0,2,2,0,2,2,Number
136710,298,3775,165,78,2,0,False,11.0,20200331,0.0,0,1,0,2,1,Geometry and Measure
402314,134,514,65,46,1,0,False,0.0,20191118,0.0,2,1,0,1,1,Number
800991,818,5455,288,115,2,0,False,11.0,20200324,0.0,0,1,0,2,1,Algebra
243119,402,5566,102,5,2,0,False,11.0,20191126,0.0,2,1,0,2,1,Number
927704,286,855,160,8,0,1,False,0.0,20200324,0.0,0,2,0,1,1,Geometry and Measure
647985,838,2923,376,78,2,0,False,0.0,20200212,0.0,1,1,0,1,1,Geometry and Measure
461099,346,517,383,49,2,1,False,11.0,20200421,0.0,0,2,0,2,2,Number
1206761,341,3131,5,87,2,0,False,0.0,20200301,0.0,0,1,0,1,1,Geometry and Measure
490802,742,1321,91,73,0,1,False,0.0,20191028,100.0,2,2,0,1,1,Number
451280,926,4226,353,65,0,1,False,0.0,20191209,75.0,2,2,0,1,1,Number
237558,624,1172,248,39,1,1,False,11.0,20191003,0.0,2,2,0,2,2,Number
626409,874,5591,131,77,2,0,False,12.0,20200226,0.0,1,1,0,0,1,Geometry and Measure
595456,236,532,126,88,2,1,False,12.0,20200205,0.0,1,2,0,0,1,Geometry and Measure
956020,118,6078,347,84,0,0,False,0.0,20191203,0.0,2,1,0,1,1,Algebra
159518,749,2100,376,63,2,1,False,0.0,20191120,0.0,2,2,0,1,1,Number
340080,491,3381,53,18,0,0,False,0.0,20200301,0.0,0,1,0,1,1,Number
1135755,160,3062,304,86,0,1,False,0.0,20200130,0.0,1,2,0,1,1,Algebra
1292249,101,3660,14,73,1,0,True,11.0,20191115,0.0,2,1,0,2,0,Number
1078488,361,2668,84,5,1,0,False,11.0,20191126,0.0,2,1,0,2,2,Number
1119016,551,825,371,37,0,1,False,0.0,20191105,0.0,2,2,0,1,1,Algebra
719812,320,164,271,3,0,0,False,0.0,20200326,100.0,0,1,0,1,1,Geometry and Measure
1066346,52,5882,363,25,0,1,False,0.0,20191126,0.0,2,2,0,1,1,Number
356027,546,2350,269,18,2,1,True,11.0,20190918,100.0,2,2,0,2,2,Number
1184711,169,964,265,39,2,0,True,11.0,20191214,0.0,2,1,0,2,0,Number
121494,241,527,11,75,0,0,False,0.0,20191003,0.0,2,1,0,1,1,Number
296017,924,4454,339,68,0,1,False,0.0,20191004,0.0,2,2,0,1,1,Number
566189,382,4766,173,117,2,0,False,11.0,20200420,0.0,0,1,0,2,1,Number
691950,581,4742,188,18,0,1,False,0.0,20200213,0.0,1,2,0,1,1,Number
1067000,467,6033,20,85,1,1,True,11.0,20200326,0.0,0,2,0,2,0,Geometry and Measure
573990,591,4793,248,115,2,0,False,11.0,20200213,0.0,1,1,0,2,1,Geometry and Measure
1154882,342,3020,310,53,1,0,False,0.0,20191012,0.0,2,1,0,1,1,Number
964051,533,6124,102,37,2,1,False,11.0,20191203,0.0,2,2,0,2,2,Algebra
1065187,166,4080,349,98,0,0,False,0.0,20200420,0.0,0,1,0,1,1,Number
172022,233,143,95,63,2,1,False,11.0,20191102,100.0,2,2,0,2,2,Number
907327,589,940,17,86,0,0,False,0.0,20200130,0.0,1,1,0,1,1,Algebra
535022,484,5579,288,111,1,1,True,11.0,20191211,0.0,2,2,0,2,0,Geometry and Measure
146325,177,3547,198,62,1,1,False,12.0,20191123,0.0,2,2,0,0,1,Number
237288,459,1621,194,6,0,1,False,0.0,20200229,0.0,1,2,0,1,1,Algebra
639942,711,1380,37,87,2,0,False,12.0,20200304,0.0,0,1,0,0,2,Geometry and Measure
1368258,657,444,84,113,1,1,True,12.0,20200203,0.0,1,2,0,0,0,Geometry and Measure
781309,579,2773,295,86,1,0,False,11.0,20191219,0.0,2,1,0,2,2,Algebra
1355686,147,5544,170,17,2,0,False,0.0,20191211,0.0,2,1,0,1,1,Number
482219,809,5949,211,46,1,1,True,12.0,20191117,75.0,2,2,0,0,0,Number
84463,241,1752,188,75,0,0,False,0.0,20200213,0.0,1,1,0,1,1,Number
499886,195,773,310,65,1,0,False,0.0,20200309,0.0,0,1,0,1,1,Number
485813,830,3716,97,68,2,1,True,11.0,20191007,0.0,2,2,0,2,0,Number
874831,186,1502,188,5,0,0,False,0.0,20200212,0.0,1,1,0,1,1,Number
1062601,615,1704,2,39,0,1,False,0.0,20190930,0.0,2,2,0,1,1,Number
980787,491,4780,375,18,0,0,False,0.0,20190924,0.0,2,1,0,1,1,Number
259781,290,5882,363,63,0,1,False,0.0,20191105,0.0,2,2,0,1,1,Number
1051236,337,591,53,30,1,1,False,12.0,20191116,0.0,2,2,0,1,1,Number
664092,736,1281,378,64,0,1,False,0.0,20191114,0.0,2,2,0,1,1,Number
477022,640,2415,380,68,1,0,False,11.0,20191014,0.0,2,1,0,2,2,Number
589391,871,5321,76,115,1,0,False,0.0,20200303,0.0,0,1,0,1,1,Algebra
1217465,656,1232,198,66,1,1,False,11.0,20191217,0.0,2,2,0,2,2,Number
899740,314,5720,332,62,1,1,False,11.0,20191122,0.0,2,2,0,2,2,Number
663917,275,5720,332,19,1,0,False,11.0,20200311,0.0,0,1,0,2,2,Geometry and Measure
901142,82,4928,145,9,1,1,False,12.0,20191207,0.0,2,2,0,0,1,Algebra
1157206,37,5352,166,25,2,1,False,11.0,20200103,0.0,1,2,0,2,2,Number
385509,405,3196,221,64,2,1,False,11.0,20191105,100.0,2,2,0,2,2,Number
858230,123,852,170,86,0,1,False,0.0,20200103,0.0,1,2,0,1,1,Algebra
1084691,513,5005,221,49,2,1,False,12.0,20191022,75.0,2,2,0,0,2,Number
1296890,628,5330,3,109,2,0,True,11.0,20191130,0.0,2,1,0,2,0,Number
1135810,818,2170,170,115,1,0,False,0.0,20200309,100.0,0,1,0,1,1,Algebra
289509,486,1886,153,49,2,1,False,0.0,20191115,100.0,2,2,0,1,1,Number
106552,448,1490,139,32,0,1,False,0.0,20191107,100.0,2,2,0,1,1,Number
200303,376,2197,102,25,1,0,True,11.0,20200105,100.0,1,1,0,2,0,Number
861639,282,2175,170,65,1,0,False,0.0,20200108,0.0,1,1,0,1,1,Number
820483,248,2328,320,25,0,1,False,0.0,20200227,0.0,1,2,0,1,1,Number
1307780,916,1361,48,50,0,1,False,0.0,20200110,0.0,1,2,0,1,1,Algebra
426368,828,1222,112,53,0,1,False,0.0,20191001,0.0,2,2,0,1,1,Number
1037133,468,4581,82,6,1,1,False,11.0,20200228,0.0,1,2,0,2,2,Algebra
386627,890,4352,78,73,1,0,False,0.0,20191018,0.0,2,1,0,1,1,Number
217525,545,1290,3,25,1,0,False,12.0,20200216,0.0,1,1,0,0,1,Algebra
33183,594,786,332,18,2,0,False,11.0,20190924,50.0,2,1,0,2,1,Number
610490,914,79,198,88,1,1,False,12.0,20200119,0.0,1,2,0,0,0,Geometry and Measure
871291,923,651,37,9,1,0,False,11.0,20191208,0.0,2,1,0,2,2,Algebra
722266,52,4527,166,25,1,1,True,12.0,20191227,0.0,2,2,0,0,0,Number
308072,134,5026,155,46,1,1,True,12.0,20191125,100.0,2,2,0,0,0,Number
219772,260,2765,278,17,2,1,False,0.0,20191101,50.0,2,2,0,1,1,Number
1040800,789,2509,249,5,2,0,False,0.0,20191213,0.0,2,1,0,1,1,Number
643148,284,1678,380,73,2,0,True,12.0,20191011,0.0,2,1,0,0,0,Number
267788,745,252,112,63,0,0,False,0.0,20191113,0.0,2,1,0,1,1,Number
1093264,338,1196,310,49,1,0,False,0.0,20191103,0.0,2,1,0,1,1,Number
218971,448,3740,371,32,0,0,False,0.0,20191015,75.0,2,1,0,1,1,Number
271050,932,3579,112,57,0,1,False,0.0,20191001,100.0,2,2,0,1,1,Number
620969,635,5839,141,46,0,1,False,0.0,20191110,0.0,2,2,0,1,1,Number
402247,65,76,332,53,0,1,False,0.0,20191017,100.0,2,2,0,1,1,Number
151960,228,4333,180,77,0,0,False,0.0,20200407,0.0,0,1,0,1,1,Algebra
1097869,742,4061,363,73,0,1,False,0.0,20191011,25.0,2,2,0,1,1,Number
205941,354,5353,203,19,0,0,False,0.0,20200217,0.0,1,1,0,1,1,Algebra
117759,898,3782,64,86,1,0,False,12.0,20200127,0.0,1,1,0,0,1,Algebra
742882,834,271,53,30,1,1,False,0.0,20191128,0.0,2,2,0,1,1,Algebra
429526,86,3778,112,49,0,1,False,0.0,20191111,100.0,2,2,0,1,1,Number
486099,66,411,289,113,1,1,False,11.0,20200120,0.0,1,2,0,2,2,Geometry and Measure
432995,683,1798,53,30,0,1,False,0.0,20200216,100.0,1,2,0,1,1,Geometry and Measure
340859,134,2197,102,46,1,1,True,11.0,20191203,100.0,2,2,0,2,0,Number
1195107,379,4601,311,9,2,1,False,11.0,20191205,0.0,2,2,0,2,2,Algebra
425626,751,4615,366,57,1,1,True,11.0,20191004,0.0,2,2,0,2,0,Number
1377430,138,4793,228,9,2,1,False,11.0,20191217,0.0,2,2,0,2,2,Algebra
